pincode,latitude,longitude,city,state
135001,30.135578791300432,77.26449839274086,Yamunanagar,Haryana
135003,30.174322764078735,77.30007171630854,Jagadhri,Haryana
136027,29.791737874348907,76.40239715576168,Kaithal,Haryana
136034,30.0496826171875,76.3319854736328,Chika,Haryana
136118,29.971886157989463,76.85159301757807,Thanesar,Haryana
136129,30.1213207244873,76.6708526611328,Ismailabad,Kurukshetra
136132,29.990388870239226,76.93194961547844,Bakali,Haryana
140001,30.9524749120076,76.53040313720699,Rupnagar,Punjab
140062,30.6983337402343,76.712173461914,Mohali,Punjab
140101,30.7883615493774,76.51001739501945,Morinda,Punjab
140112,30.8942165374755,76.4101409912109,Chamkaur Sahib,Ropar
140124,31.3745689392089,76.375244140625,Nangal,Punjab
140300,30.7515296936035,76.6349334716796,Kharar,Punjab Region
140301,30.74785766601558,76.64292602539058,Kharar,Punjab
140307,30.7028932571411,76.6719703674316,Mohali,Punjab
140308,30.6912899017334,76.7015228271484,Mohali,Punjab
140401,30.46892023086545,76.59102249145502,Rajpura,Punjab
140406,30.6439819335937,76.4093017578125,Sirhind,Punjab
140412,30.5791988372802,76.8452758789062,Derabassi,Mohali
140507,30.58493232727045,76.8514556884765,Zirakpur,Punjab
140601,30.5610237121582,76.7179870605468,Banur,Punjab
140603,30.6467154026031,76.83271694183347,Zirakpur,Punjab
140901,30.8131103515625,76.7064361572265,Chandigarh,Chandigarh
141001,30.90106255667545,75.82822309221537,Ludhiana,Punjab
141002,30.894243558247833,75.83590952555333,Ludhiana,Punjab Region
141003,30.878719711303642,75.85667877197262,Ludhiana,Punjab
141004,30.91491508483882,75.81211700439448,Ludhiana,Punjab
141007,30.931368350982602,75.86599349975582,Ludhiana,Punjab
141008,29.548033861013526,75.98312377929685,Ludhiana,Punjab
141010,30.881435394287053,75.8891372680664,Ludhiana,Punjab
141012,30.890307017735015,75.79396929059706,Ludhiana,Punjab Region
141013,30.86582183837885,75.8446655273437,Ludhiana,Punjab
141014,30.902481555938675,75.89944267272948,Ludhiana,Punjab
141015,30.9263401031494,75.8643341064453,Ludhiana,Punjab
141022,30.8768081665039,75.8167419433593,Ludhiana,Punjab
141102,30.8492774963378,75.6650848388671,Ludhiana,Punjab
141107,30.6944923400878,75.6139831542968,Raikot,Punjab
141109,30.6479034423828,75.5973434448242,Raikot,Punjab
141115,30.9144783020019,76.1968002319336,Machhiwara,Punjab
141116,30.8503551483154,75.837890625,Duggri,Ludhiana
141119,30.6345424652099,75.9328308105468,Malaudh,Punjab
141204,30.69722366333,75.8479309082031,Pohir,Punjab
141401,30.699326197306267,76.22231038411454,Ludhiana,Punjab
141411,30.7149696350097,76.2417907714843,Khanna,Punjab
141421,30.8057317733764,76.03947448730466,Doraha,Ludhiana
141801,30.81596946716305,76.34056854248044,Khamanon,Punjab
142001,30.8303108215332,75.1724090576171,Moga,Punjab
142021,30.8817234039306,75.7760009765625,Ludhiana,Punjab
142026,30.7950916290283,75.47634124755855,Jagraon,Punjab
142028,30.8753414154052,75.8216705322265,Ludhiana,Punjab
142030,30.7476482391357,75.5140838623046,Jagraon,Punjab Region
142038,30.6606540679931,75.0643157958984,Bagha Purana,Punjab
142039,30.5849418640136,75.3595657348632,Moga,Punjab
142041,30.8959083557128,75.2887878417968,Zira,Punjab Region
142046,30.5916481018066,75.2408447265625,Nihal Singhwala,Punjab
142047,30.9701671600341,74.9839630126953,Zira,Punjab
142050,30.86128616333,74.92883300781244,Talwandi Bhai,Punjab
143001,31.529167917039615,74.91112348768442,Amritsar,Punjab
143004,31.6649131774902,74.9134979248046,Amritsar,Punjab
143006,31.6232376098632,74.8681030273437,Amritsar,Punjab
143112,31.6817111968994,74.8800048828125,Rayya,Punjab
143115,31.5654335021972,75.03313446044915,Jandiala,Punjab
143202,31.5368490219116,75.24295806884766,Rayya,Amritsar
143400,31.457836151123,74.922607421875,Tarn Taran,Punjab
143401,31.4600677490234,74.9214630126953,Tarn Taran Sahib,Punjab
143416,31.16015625,74.7790985107421,Patti,Punjab Region
143505,31.8065681457519,75.2013397216796,Fatehgarh Churian,Punjab
143514,31.6908378601074,75.3756713867187,Ghoman,Punjab
143516,31.821849822998,75.3817520141601,Qadian,Punjab
143519,31.9606704711914,75.3218460083007,Dhariwal,Punjab Region
143521,32.043628692626896,75.41619110107416,Gurdaspur,Punjab
143531,32.134414672851506,75.4748268127441,Dinanagar,Punjab
144001,31.31845550537105,75.5738793945312,Jalandhar,Punjab
144002,31.3213806152343,75.5613861083984,Jalandhar,Punjab
144003,31.297698497772174,75.56385231018061,Jalandhar,Punjab
144004,31.3392219543457,75.5833358764648,Jalandhar,Punjab
144005,31.2947616577148,75.6426696777343,Jalandhar,Punjab
144008,31.34322738647455,75.5584449768066,Jalandhar,Punjab
144020,31.2353935241699,75.6148986816406,Jalandhar,Punjab
144023,31.3121662139892,75.634521484375,Jalandhar,Punjab
144039,31.0919685363769,75.5921249389648,Noormahal,Punjab Region
144040,31.1293907165527,75.4695587158203,Nakodar,Punjab
144102,31.4278011322021,75.70956420898435,Adampur,Punjab
144207,31.7448482513427,75.7569580078125,Garhdiwala,Punjab
144211,31.91542911529535,75.6255569458007,Mukerian,Punjab
144400,31.222236088343987,75.76957157679962,Phagwara,Punjab
144401,31.158913294474264,75.67283121744786,Phagwara,Punjab
144402,31.2210674285888,75.7574768066406,Satnampura,Punjab
144512,31.1367359161376,76.119644165039,Nawanshahr,Punjab
144514,31.12165908813472,76.123176574707,Nawanshahr,Punjab
144517,31.0558128356933,76.11659240722655,Rahon,Punjab Region
144601,31.376269912719682,75.38188781738278,Begowal,Punjab
144801,31.440294265747,75.5077514648437,Jalandhar,Punjab
145001,32.269166128975975,75.65823146275106,Pathankot,Punjab
145025,32.2592086791992,75.5817413330078,Sarna,Punjab
145308,30.684097290039,76.7264556884765,Chandigarh,Chandigarh
146001,31.527531623840286,75.91588719685869,Hoshiarpur,Punjab
146006,30.6297492980957,76.8273468017578,Zirakpur,Punjab
147001,30.336693543654192,76.3937859168419,Patiala,Punjab
147002,30.335371017456,76.443244934082,Patiala,Punjab
147003,30.3403577804565,76.41187095642086,Patiala,Punjab
147004,30.7160065968831,75.89801534016924,Patiala,Punjab
147021,30.3687496185302,76.4733123779296,Patiala,Punjab
147100,30.1476764678955,76.1799392700195,Samana,Punjab
147101,30.214097340901635,76.25875345865883,Samana,Patiala
147105,29.9588375091552,76.0535583496093,Patran,Punjab
147201,30.378158569335852,76.15801239013669,Nabha,Punjab
147301,30.6660232543945,76.29184722900385,Mandi Gobindgarh,Punjab
148001,30.25203187125064,75.83774457659037,Amritsar,Punjab
148020,30.5224075317382,75.704345703125,Dhuri,Punjab
148021,30.6758785247802,75.8258666992187,Ahmedgarh,Punjab
148023,30.527485275268496,75.88724975585934,Malerkotla,Punjab
148024,30.38118457794185,75.8452224731445,Dhuri,Punjab
148026,30.2668914794921,76.038101196289,Bhawanigarh,Sangrur
148028,30.132921218872,75.8152313232421,Sunam,Punjab
148101,30.371258599417512,75.54227774483813,Barnala,Punjab
148104,30.5055313110351,75.4872741699218,Chananwal,Punjab
148108,30.302665710449148,75.3684196472168,Tapa Mandi,Punjab Region
151001,29.895615180333408,74.99219512939449,Bathinda,Punjab
151108,30.4833526611328,75.1058044433593,Bathinda,Punjab
151200,30.6674833297729,74.75994110107416,Faridkot,Punjab Region
151203,30.6823387145996,74.7462768554687,Faridkot,Punjab
151204,30.580943298339783,74.8272766113281,Kotkapura,Punjab
151206,30.484271049499498,75.11585998535155,Bathinda,Punjab
151301,29.961591720581,74.9640197753906,Raman Mandi,Punjab
